"uid","startDate","siteID","eventID","sampleType","instrument","foreopticConnection","foreopticType","fieldSpectrometerSettings","lightSource","measurementQuantity","measurementUnits","wavelengthIncrement","samplingProtocolVersion","remarks","dataQF","publicationDate","release","dpID","dpName","tableName","domainID","year","duplicateRecordQF"
"4d4d7588-8dcd-4c77-93f7-b7702b4305fa",2022-07-19,"STER","fsp.STER.2022_Leaf","Leaf","ASD FieldSpec 3 Serial No 16427","Leaf Clip","Bare Fiber","Bare Fiber","lamp","Raw Digital Number","DN",1,"NEON.DOC.005214vA",NA,NA,"20250107T232738Z","RELEASE-2025","DP1.30012.001","Field spectral","fsp_boutMetadata_pub","STE","2022",1
